Unnamed: 0,Points,playerID,yearID_x,stint_x,teamID_x,lgID_x,G,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yearID_y,stint_y,G_F,GS_F,InnOuts,PO,A,E,DP,PB,WP,SB_F,CS_F,ZR,W,L,GS_x,CG,SHO,SV,IPouts,ER,BAOpp,ERA,WP_x,BK,BFP,GF,WP_y,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,yearID,teamID_y,lgID_y,G_all,GS_y,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
123,400.0,clemero02,2000,1,NYA,AL,32,,96,184,,,,26,,,,84,188.0,0.0,10.0,1.0,2.0,17.0,2000,1,32,32.0,613.0,14,32,2.0,2,0.0,,0.0,0.0,0.0,13.0,8.0,32.0,1.0,0.0,0.0,613.0,84.0,0.236,3.7,2.0,1.0,878.0,0.0,0.0,1962.0,8.0,4.0,USA,OH,Dayton,,,,,,,Roger,Clemens,William Roger,205.0,76.0,R,R,1984-05-15,2007-09-16,clemr001,clemero02,2000,NYA,AL,32,32.0,1,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
124,400.0,foulkke01,2000,1,CHA,AL,72,,31,66,,,,9,,,,22,91.0,2.0,2.0,5.0,2.0,4.0,2000,1,72,0.0,264.0,7,3,0.0,1,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,34.0,264.0,29.0,0.207,2.97,1.0,0.0,350.0,58.0,0.0,1972.0,10.0,19.0,USA,SD,Ellsworth Air Force Base,,,,,,,Keith,Foulke,Keith Charles,195.0,72.0,R,R,1997-05-21,2008-09-18,foulk001,foulkke01,2000,CHA,AL,72,0.0,5,72.0,72,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
125,400.0,finlech01,2000,1,CLE,AL,34,,108,211,,,,23,,,,101,189.0,3.0,2.0,5.0,4.0,22.0,2000,1,34,34.0,654.0,11,20,4.0,1,0.0,,0.0,0.0,0.0,16.0,11.0,34.0,3.0,0.0,0.0,654.0,101.0,0.256,4.17,9.0,0.0,936.0,0.0,0.0,1962.0,11.0,26.0,USA,LA,Monroe,,,,,,,Chuck,Finley,Charles Edward,220.0,78.0,L,L,1986-05-29,2002-09-28,finlc001,finlech01,2000,CLE,AL,34,34.0,2,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
126,399.0,coomero01,2000,1,MIN,AL,140,544.0,64,147,101.0,29.0,1.0,16,82.0,2.0,0.0,36,50.0,2.0,4.0,0.0,5.0,25.0,4000,2,129,126.0,3308.0,1023,82,5.0,104,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1966.0,11.0,18.0,USA,IL,Crest Hill,,,,,,,Ron,Coomer,Ronald Bryan,195.0,71.0,R,R,1995-08-01,2003-09-28,coomr001,coomero01,2000,MIN,AL,140,135.0,140,127.0,0,0,124,0,5,0,0,0,0,0,9.0,4.0,0.0
127,398.0,aurilri01,2000,1,SFN,NL,141,509.0,67,138,92.0,24.0,2.0,20,79.0,1.0,2.0,54,90.0,2.0,0.0,4.0,4.0,15.0,2000,1,140,139.0,3579.0,218,403,21.0,110,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,9.0,2.0,USA,NY,Brooklyn,,,,,,,Rich,Aurilia,Richard Santo,170.0,72.0,R,R,1995-09-06,2009-10-04,aurir001,aurilri01,2000,SFN,NL,141,139.0,141,140.0,0,0,0,0,0,140,0,0,0,0,0.0,1.0,0.0
128,398.0,belliro01,2000,1,MIL,NL,152,571.0,83,150,103.0,30.0,9.0,8,54.0,7.0,5.0,82,84.0,4.0,3.0,4.0,7.0,12.0,2000,1,151,149.0,3956.0,336,438,19.0,130,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,4.0,7.0,USA,NY,New York,,,,,,,Ronnie,Belliard,Ronald,210.0,69.0,R,R,1998-09-12,2010-09-06,bellr002,belliro01,2000,MIL,NL,152,149.0,152,151.0,0,0,0,151,0,0,0,0,0,0,0.0,1.0,1.0
129,394.0,grudzma01,2000,1,LAN,NL,148,617.0,101,172,124.0,35.0,6.0,7,49.0,12.0,3.0,45,81.0,0.0,9.0,2.0,3.0,16.0,4000,2,149,146.0,3878.0,288,416,17.0,98,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1970.0,6.0,30.0,USA,WI,Milwaukee,,,,,,,Mark,Grudzielanek,Mark James,185.0,73.0,R,R,1995-04-28,2010-06-06,grudm001,grudzma01,2000,LAN,NL,148,146.0,148,148.0,0,0,0,148,0,1,0,0,0,0,0.0,2.0,0.0
130,394.0,lopezja01,2000,1,ATL,NL,134,481.0,60,138,92.0,21.0,1.0,24,89.0,0.0,0.0,35,80.0,3.0,4.0,0.0,5.0,20.0,2000,1,132,121.0,3254.0,817,62,6.0,6,8.0,0.0,69.0,23.0,0.0,,,,,,,,,,,,,,,,1970.0,11.0,5.0,P.R.,,Ponce,,,,,,,Javy,Lopez,Javier,185.0,75.0,R,R,1992-09-18,2006-09-02,lopej001,lopezja01,2000,ATL,NL,134,121.0,134,132.0,0,132,0,0,0,0,0,0,0,0,0.0,7.0,0.0
131,392.0,anderbr01,2000,1,BAL,AL,141,506.0,89,130,85.0,26.0,0.0,19,50.0,16.0,9.0,92,103.0,5.0,8.0,5.0,7.0,4.0,2000,1,127,124.0,3229.0,301,1,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1964.0,1.0,18.0,USA,MD,Silver Spring,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01,2000,BAL,AL,141,132.0,141,127.0,0,0,0,0,0,0,16,88,24,127,11.0,6.0,2.0
132,392.0,ankieri01,2000,1,SLN,NL,31,,80,137,,,,21,,,,90,194.0,2.0,6.0,8.0,6.0,15.0,2000,1,31,30.0,525.0,8,14,7.0,2,0.0,,0.0,0.0,0.0,11.0,7.0,30.0,0.0,0.0,0.0,525.0,68.0,0.219,3.5,12.0,2.0,735.0,0.0,0.0,1979.0,7.0,19.0,USA,FL,Fort Pierce,,,,,,,Rick,Ankiel,Richard Alexander,210.0,73.0,L,L,1999-08-23,2013-06-08,ankir001,ankieri01,2000,SLN,NL,35,30.0,33,31.0,31,0,0,0,0,0,0,0,0,0,0.0,3.0,1.0
133,390.0,guzmacr01,2000,1,MIN,AL,156,631.0,89,156,103.0,25.0,20.0,8,54.0,28.0,10.0,46,101.0,1.0,2.0,7.0,4.0,5.0,2000,1,151,148.0,3921.0,228,413,22.0,96,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1978.0,3.0,21.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Cristian,Guzman,Cristian,180.0,72.0,B,R,1999-04-06,2010-09-08,guzmc001,guzmacr01,2000,MIN,AL,156,148.0,156,151.0,0,0,0,0,0,151,0,0,0,0,1.0,7.0,1.0
134,390.0,muellbi02,2000,1,SFN,NL,153,560.0,97,150,107.0,29.0,4.0,10,55.0,4.0,2.0,52,62.0,0.0,6.0,7.0,6.0,16.0,4000,2,147,129.0,3481.0,100,244,9.0,24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,3.0,17.0,USA,MO,Maryland Heights,,,,,,,Bill,Mueller,William Richard,175.0,71.0,B,R,1996-04-18,2006-05-11,muelb001,muellbi02,2000,SFN,NL,153,129.0,153,146.0,0,0,0,2,145,0,0,0,0,0,0.0,14.0,2.0
135,389.0,leede02,2000,1,FLO,NL,158,477.0,70,134,85.0,18.0,3.0,28,70.0,0.0,3.0,63,123.0,6.0,4.0,0.0,2.0,14.0,2000,1,147,123.0,3399.0,1101,102,8.0,104,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,9.0,6.0,USA,CA,Sacramento,,,,,,,Derrek,Lee,Derrek Leon,240.0,77.0,R,R,1997-04-28,2011-09-28,lee-d002,leede02,2000,FLO,NL,158,123.0,158,147.0,0,0,147,0,0,0,0,0,0,0,0.0,13.0,2.0
136,389.0,hoffmtr01,2000,1,SDN,NL,70,,29,61,,,,7,,,,11,85.0,4.0,0.0,3.0,5.0,3.0,2000,1,70,0.0,217.0,2,7,0.0,0,0.0,,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,43.0,217.0,24.0,0.224,2.99,4.0,0.0,291.0,59.0,0.0,1967.0,10.0,13.0,USA,CA,Bellflower,,,,,,,Trevor,Hoffman,Trevor William,200.0,73.0,R,R,1993-04-06,2010-09-29,hofft001,hoffmtr01,2000,SDN,NL,70,0.0,67,70.0,70,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
137,388.0,quinnma01,2000,1,KCA,AL,135,500.0,76,147,92.0,33.0,2.0,20,78.0,5.0,2.0,35,91.0,1.0,3.0,3.0,3.0,11.0,2000,1,81,80.0,2100.0,158,9,2.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,5.0,21.0,USA,CA,La Mirada,,,,,,,Mark,Quinn,Mark David,175.0,73.0,R,R,1999-09-14,2002-06-07,quinm001,quinnma01,2000,KCA,AL,135,128.0,135,81.0,0,0,0,0,0,0,78,1,4,81,48.0,7.0,0.0
138,387.0,vazquja01,2000,1,MON,NL,33,,104,247,,,,24,,,,61,196.0,10.0,5.0,11.0,3.0,17.0,2000,1,33,33.0,653.0,10,32,2.0,2,0.0,,0.0,0.0,0.0,11.0,9.0,33.0,2.0,1.0,0.0,653.0,98.0,0.28600000000000003,4.05,3.0,0.0,945.0,0.0,0.0,1976.0,7.0,25.0,P.R.,,Ponce,,,,,,,Javier,Vazquez,Javier Carlos,210.0,74.0,R,R,1998-04-03,2011-09-27,vazqj001,vazquja01,2000,MON,NL,33,33.0,31,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
139,385.0,mcgwima01,2000,1,SLN,NL,89,236.0,60,72,32.0,8.0,0.0,32,73.0,1.0,0.0,76,78.0,12.0,7.0,0.0,2.0,5.0,2000,1,70,70.0,1761.0,535,23,1.0,49,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1963.0,10.0,1.0,USA,CA,Pomona,,,,,,,Mark,McGwire,Mark David,215.0,77.0,R,R,1986-08-22,2001-10-07,mcgwm001,mcgwima01,2000,SLN,NL,89,76.0,89,70.0,0,0,70,0,0,0,0,0,0,0,0.0,13.0,0.0
140,385.0,benarma01,2000,1,SFN,NL,149,560.0,102,147,102.0,27.0,6.0,12,55.0,22.0,7.0,63,97.0,0.0,6.0,2.0,2.0,4.0,2000,1,141,130.0,3431.0,323,11,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,1.0,20.0,Nicaragua,Atlantico Sur,Bluefields,,,,,,,Marvin,Benard,Marvin Larry,180.0,70.0,L,L,1995-09-05,2003-09-27,benam001,benarma01,2000,SFN,NL,149,130.0,149,141.0,0,0,0,0,0,0,21,128,38,141,0.0,16.0,0.0
141,379.0,youngke01,2000,1,PIT,NL,132,496.0,77,128,81.0,27.0,0.0,20,88.0,8.0,3.0,32,96.0,1.0,8.0,0.0,5.0,15.0,2000,1,129,122.0,3214.0,1109,59,17.0,121,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1969.0,6.0,16.0,USA,MI,Alpena,,,,,,,Kevin,Young,Kevin Stacey,210.0,75.0,R,R,1992-07-12,2003-06-27,younk001,youngke01,2000,PIT,NL,132,123.0,132,129.0,0,0,129,0,0,0,0,0,0,0,1.0,5.0,0.0
142,379.0,alicelu01,2000,1,TEX,AL,139,540.0,85,159,120.0,25.0,8.0,6,63.0,1.0,3.0,59,75.0,1.0,5.0,7.0,7.0,13.0,6000,3,139,128.0,3294.0,253,328,18.0,86,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1965.0,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01,2000,TEX,AL,139,133.0,139,130.0,0,0,0,128,8,2,0,0,0,0,5.0,4.0,1.0
143,378.0,glanvdo01,2000,1,PHI,NL,154,637.0,89,175,134.0,27.0,6.0,8,52.0,31.0,8.0,31,76.0,1.0,2.0,12.0,7.0,11.0,2000,1,150,145.0,3826.0,380,9,4.0,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1970.0,8.0,25.0,USA,NJ,Hackensack,,,,,,,Doug,Glanville,Douglas Metunwa,170.0,74.0,R,R,1996-06-09,2004-10-03,gland001,glanvdo01,2000,PHI,NL,154,145.0,154,150.0,0,0,0,0,0,0,0,150,0,150,0.0,6.0,0.0
144,378.0,mondera01,2000,1,TOR,AL,96,388.0,78,105,57.0,22.0,2.0,24,67.0,22.0,6.0,32,73.0,0.0,3.0,0.0,3.0,8.0,2000,1,96,95.0,2495.0,203,5,7.0,3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,3.0,12.0,D.R.,San Cristobal,San Cristobal,,,,,,,Raul,Mondesi,Raul Ramon,202.0,71.0,R,R,1993-07-19,2005-05-27,mondr002,mondera01,2000,TOR,AL,96,95.0,96,96.0,0,0,0,0,0,0,0,0,96,96,0.0,1.0,0.0
145,377.0,berkmla01,2000,1,HOU,NL,114,353.0,76,105,55.0,28.0,1.0,21,67.0,6.0,2.0,56,73.0,1.0,1.0,0.0,7.0,6.0,4000,2,98,90.0,2339.0,175,7,6.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1976.0,2.0,10.0,USA,TX,Waco,,,,,,,Lance,Berkman,William Lance,220.0,73.0,B,L,1999-07-16,2013-09-17,berkl001,berkmla01,2000,HOU,NL,114,90.0,114,97.0,0,0,2,0,0,0,40,0,63,96,0.0,20.0,2.0
146,376.0,bicheda01,2000,1,CIN,NL,125,461.0,67,136,91.0,27.0,2.0,16,76.0,5.0,2.0,41,69.0,3.0,4.0,1.0,7.0,18.0,2000,1,121,119.0,2961.0,235,11,8.0,3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1963.0,11.0,18.0,USA,FL,West Palm Beach,,,,,,,Dante,Bichette,Alphonse Dante,215.0,75.0,R,R,1988-09-05,2001-10-06,bichd001,bicheda01,2000,CIN,NL,125,119.0,125,121.0,0,0,0,0,0,0,0,0,121,121,0.0,6.0,0.0
147,376.0,bicheda01,2000,1,CIN,NL,125,461.0,67,136,91.0,27.0,2.0,16,76.0,5.0,2.0,41,69.0,3.0,4.0,1.0,7.0,18.0,2000,1,121,119.0,2961.0,235,11,8.0,3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1963.0,11.0,18.0,USA,FL,West Palm Beach,,,,,,,Dante,Bichette,Alphonse Dante,215.0,75.0,R,R,1988-09-05,2001-10-06,bichd001,bicheda01,2000,BOS,AL,30,28.0,30,0.0,0,0,0,0,0,0,0,0,0,0,30.0,2.0,0.0
148,374.0,castilu01,2000,1,FLO,NL,136,539.0,101,180,158.0,17.0,3.0,2,17.0,62.0,22.0,78,86.0,0.0,0.0,9.0,0.0,11.0,2000,1,136,135.0,3529.0,282,365,11.0,83,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,9.0,12.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Luis,Castillo,Luis Antonio,145.0,71.0,B,R,1996-08-08,2010-10-03,castl001,castilu01,2000,FLO,NL,136,135.0,136,136.0,0,0,0,136,0,0,0,0,0,0,0.0,0.0,1.0
149,373.0,owenser01,2000,1,SDN,NL,145,583.0,87,171,139.0,19.0,7.0,6,51.0,29.0,14.0,45,63.0,4.0,4.0,0.0,4.0,16.0,4000,2,145,138.0,3718.0,315,6,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,2.0,3.0,USA,VA,Danville,,,,,,,Eric,Owens,Eric Blake,185.0,73.0,R,R,1995-06-06,2003-09-27,owene001,owenser01,2000,SDN,NL,145,138.0,145,144.0,0,0,0,1,0,0,65,34,68,144,0.0,2.0,1.0
150,371.0,bellde01,2000,1,NYN,NL,144,546.0,87,145,95.0,31.0,1.0,18,69.0,8.0,4.0,65,125.0,0.0,6.0,2.0,3.0,14.0,4000,2,144,140.0,3597.0,252,5,3.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1968.0,12.0,11.0,USA,FL,Tampa,,,,,,,Derek,Bell,Derek Nathaniel,200.0,74.0,R,R,1991-06-28,2001-07-03,belld001,bellde01,2000,NYN,NL,144,140.0,144,144.0,1,0,0,0,0,0,0,5,142,143,0.0,1.0,0.0
151,369.0,encarju01,2000,1,DET,AL,141,547.0,75,158,113.0,25.0,6.0,14,72.0,16.0,4.0,29,90.0,1.0,7.0,3.0,4.0,15.0,2000,1,141,138.0,3638.0,363,3,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1976.0,3.0,8.0,D.R.,San Juan,Las Matas de Farfan,,,,,,,Juan,Encarnacion,Juan de Dios,160.0,74.0,R,R,1997-09-02,2007-08-30,encaj001,encarju01,2000,DET,AL,141,138.0,141,141.0,0,0,0,0,0,0,0,141,0,141,0.0,0.0,0.0
152,364.0,koskico01,2000,1,MIN,AL,146,474.0,79,142,97.0,32.0,4.0,9,65.0,5.0,4.0,77,104.0,7.0,4.0,1.0,3.0,11.0,2000,1,139,133.0,3493.0,96,241,12.0,27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,6.0,28.0,CAN,MB,Anola,,,,,,,Corey,Koskie,Cordel Leonard,215.0,75.0,L,R,1998-09-09,2006-07-05,koskc001,koskico01,2000,MIN,AL,146,134.0,146,139.0,0,0,0,0,139,0,0,0,0,0,1.0,10.0,1.0
153,364.0,gonzaju03,2000,1,DET,AL,115,461.0,69,133,79.0,30.0,2.0,22,67.0,1.0,2.0,32,84.0,3.0,2.0,0.0,1.0,13.0,2000,1,66,66.0,1632.0,118,2,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1969.0,10.0,20.0,P.R.,,Arecibo,,,,,,,Juan,Gonzalez,Juan Alberto,175.0,75.0,R,R,1989-09-01,2005-05-31,gonzj002,gonzaju03,2000,DET,AL,115,114.0,115,66.0,0,0,0,0,0,0,0,0,66,66,48.0,1.0,0.0
154,364.0,kaplega01,2000,1,TEX,AL,116,444.0,59,134,87.0,32.0,1.0,14,66.0,8.0,4.0,42,57.0,2.0,0.0,2.0,3.0,12.0,2000,1,116,115.0,2999.0,307,5,10.0,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,7.0,31.0,USA,CA,Hollywood,,,,,,,Gabe,Kapler,Gabriel Stefan,190.0,74.0,R,R,1998-09-20,2010-08-14,kaplg001,kaplega01,2000,TEX,AL,116,115.0,116,116.0,0,0,0,0,0,0,0,84,40,116,0.0,1.0,0.0
155,363.0,larkiba01,2000,1,CIN,NL,102,396.0,71,124,82.0,26.0,5.0,11,41.0,14.0,6.0,48,31.0,0.0,1.0,2.0,0.0,10.0,2000,1,102,100.0,2534.0,153,249,11.0,43,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1964.0,4.0,28.0,USA,OH,Cincinnati,,,,,,,Barry,Larkin,Barry Louis,185.0,72.0,R,R,1986-08-13,2004-10-03,larkb001,larkiba01,2000,CIN,NL,102,101.0,102,102.0,0,0,0,0,0,102,0,0,0,0,1.0,1.0,0.0
156,361.0,stairma01,2000,1,OAK,AL,143,476.0,74,108,61.0,26.0,0.0,21,81.0,5.0,2.0,78,122.0,4.0,1.0,1.0,6.0,7.0,4000,2,104,96.0,2541.0,187,5,4.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1968.0,2.0,27.0,CAN,NB,St. John,,,,,,,Matt,Stairs,Matthew Wade,200.0,69.0,L,R,1992-05-29,2011-07-22,staim001,stairma01,2000,OAK,AL,143,129.0,143,103.0,0,0,1,0,0,0,0,1,102,103,37.0,12.0,0.0
157,359.0,kochbi01,2000,1,TOR,AL,68,,28,78,,,,6,,,,18,60.0,4.0,2.0,4.0,0.0,6.0,2000,1,68,0.0,236.0,5,8,0.0,2,0.0,,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,33.0,236.0,23.0,0.258,2.63,1.0,0.0,326.0,62.0,0.0,1974.0,12.0,14.0,USA,NY,Rockville Centre,,,,,,,Billy,Koch,William Christopher,218.0,75.0,R,R,1999-05-05,2004-08-26,kochb001,kochbi01,2000,TOR,AL,68,0.0,3,68.0,68,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
158,358.0,jordabr01,2000,1,ATL,NL,133,489.0,71,129,86.0,26.0,0.0,17,77.0,10.0,2.0,38,80.0,1.0,5.0,0.0,5.0,12.0,2000,1,130,127.0,3324.0,287,7,3.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,3.0,29.0,USA,MD,Baltimore,,,,,,,Brian,Jordan,Brian O'Neal,205.0,73.0,R,R,1992-04-08,2006-09-30,jordb001,jordabr01,2000,ATL,NL,133,127.0,133,130.0,0,0,0,0,0,0,0,0,130,130,0.0,4.0,1.0
159,358.0,riverma01,2000,1,NYA,AL,66,,26,58,,,,4,,,,25,58.0,3.0,0.0,5.0,2.0,3.0,2000,1,66,0.0,227.0,8,15,0.0,0,0.0,,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,36.0,227.0,24.0,0.208,2.85,2.0,0.0,311.0,61.0,0.0,1969.0,11.0,29.0,Panama,Panama,Panama,,,,,,,Mariano,Rivera,Mariano,195.0,74.0,R,R,1995-05-23,2013-09-26,rivem002,riverma01,2000,NYA,AL,66,0.0,5,66.0,66,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
160,357.0,anderbr02,2000,1,ARI,NL,33,,101,226,,,,38,,,,39,104.0,7.0,3.0,6.0,6.0,25.0,2000,1,33,32.0,640.0,13,47,1.0,4,0.0,,0.0,0.0,0.0,11.0,7.0,32.0,2.0,0.0,0.0,640.0,96.0,0.275,4.05,1.0,4.0,876.0,0.0,0.0,1972.0,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,2005-05-08,andeb002,anderbr02,2000,ARI,NL,37,32.0,35,33.0,33,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0
161,355.0,molinbe01,2000,1,ANA,AL,130,473.0,59,133,97.0,20.0,2.0,14,71.0,1.0,0.0,23,33.0,0.0,6.0,4.0,7.0,17.0,2000,1,127,123.0,3273.0,683,61,7.0,9,6.0,0.0,69.0,40.0,0.0,,,,,,,,,,,,,,,,1974.0,7.0,20.0,P.R.,,Rio Piedras,,,,,,,Bengie,Molina,Benjamin Jose,190.0,71.0,R,R,1998-09-21,2010-10-03,molib001,molinbe01,2000,ANA,AL,130,125.0,130,127.0,0,127,0,0,0,0,0,0,0,0,2.0,2.0,0.0
162,355.0,stevele01,2000,1,MON,NL,123,449.0,60,119,68.0,27.0,2.0,22,75.0,0.0,0.0,48,105.0,6.0,2.0,0.0,2.0,10.0,2000,1,123,121.0,3109.0,1072,85,11.0,99,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,7.0,10.0,USA,MO,Kansas City,,,,,,,Lee,Stevens,DeWain Lee,205.0,76.0,L,L,1990-07-16,2002-09-27,stevl001,stevele01,2000,MON,NL,123,121.0,123,123.0,0,0,123,0,0,0,0,0,0,0,0.0,1.0,0.0
163,352.0,gutieri01,2000,1,CHN,NL,125,449.0,73,124,92.0,19.0,2.0,11,56.0,8.0,2.0,66,58.0,0.0,7.0,16.0,4.0,10.0,2000,1,121,118.0,3055.0,190,290,7.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1970.0,5.0,23.0,USA,FL,Miami,,,,,,,Ricky,Gutierrez,Ricardo,175.0,73.0,R,R,1993-04-13,2004-10-03,gutir001,gutieri01,2000,CHN,NL,125,118.0,125,121.0,0,0,0,0,0,121,0,0,0,0,0.0,5.0,0.0
164,350.0,drewjd01,2000,1,SLN,NL,135,407.0,73,120,83.0,17.0,2.0,18,57.0,17.0,9.0,67,99.0,4.0,6.0,5.0,1.0,3.0,2000,1,127,108.0,2965.0,248,6,9.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,11.0,20.0,USA,FL,Tallahassee,,,,,,,J. D.,Drew,David Jonathan,200.0,73.0,L,R,1998-09-08,2011-09-28,drewj001,drewj.01,2000,SLN,NL,135,108.0,135,127.0,0,0,0,0,0,0,24,26,98,127,0.0,11.0,4.0
165,350.0,reesepo01,2000,1,CIN,NL,135,518.0,76,132,94.0,20.0,6.0,12,46.0,29.0,3.0,45,86.0,5.0,6.0,3.0,5.0,8.0,2000,1,133,129.0,3387.0,289,393,14.0,88,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,6.0,10.0,USA,SC,Columbia,,,,,,,Pokey,Reese,Calvin,180.0,71.0,R,R,1997-04-01,2004-10-03,reesp001,reesepo01,2000,CIN,NL,135,129.0,135,133.0,0,0,0,133,0,0,0,0,0,0,0.0,0.0,3.0
166,349.0,furcara01,2000,1,ATL,NL,131,455.0,87,134,106.0,20.0,4.0,4,37.0,40.0,14.0,73,80.0,0.0,3.0,9.0,2.0,2.0,4000,2,141,118.0,3187.0,192,362,24.0,72,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1977.0,10.0,24.0,D.R.,Dajabon,Loma de Cabrera,,,,,,,Rafael,Furcal,Rafael,195.0,68.0,B,R,2000-04-04,2014-06-21,furcr001,furcara02,2000,ATL,NL,131,118.0,131,129.0,0,0,0,31,0,110,0,0,0,0,0.0,2.0,6.0
167,348.0,pettian01,2000,1,NYA,AL,32,,111,219,,,,17,,,,80,125.0,4.0,4.0,7.0,4.0,24.0,2000,1,32,32.0,614.0,17,33,4.0,3,0.0,,0.0,0.0,0.0,19.0,9.0,32.0,3.0,1.0,0.0,614.0,99.0,0.271,4.35,2.0,3.0,903.0,0.0,0.0,1972.0,6.0,15.0,USA,LA,Baton Rouge,,,,,,,Andy,Pettitte,Andrew Eugene,235.0,77.0,L,L,1995-04-29,2013-09-28,petta001,pettian01,2000,NYA,AL,32,32.0,2,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
168,347.0,boonebr01,2000,1,SDN,NL,127,463.0,61,116,77.0,18.0,2.0,19,74.0,8.0,4.0,50,97.0,7.0,5.0,0.0,7.0,11.0,2000,1,126,126.0,3292.0,292,334,15.0,83,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1969.0,4.0,6.0,USA,CA,El Cajon,,,,,,,Bret,Boone,Bret Robert,180.0,70.0,R,R,1992-08-19,2005-07-30,boonb002,boonebr01,2000,SDN,NL,127,126.0,127,126.0,0,0,0,126,0,0,0,0,0,0,0.0,1.0,0.0
