Unnamed: 0,Points,playerID,yearID_x,stint_x,teamID_x,lgID_x,G,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yearID_y,stint_y,G_F,GS_F,InnOuts,PO,A,E,DP,PB,WP,SB_F,CS_F,ZR,W,L,GS_x,CG,SHO,SV,IPouts,ER,BAOpp,ERA,WP_x,BK,BFP,GF,WP_y,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,yearID,teamID_y,lgID_y,G_all,GS_y,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2264,-1.0,liefeje01,2000,1,CHA,AL,5,11.0,0,2,2.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,4000,2,6,2.0,68.0,8,1,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,8.0,17.0,USA,CA,Fontana,,,,,,,Jeff,Liefer,Jeffrey David,195.0,75.0,L,R,1999-04-07,2005-09-30,liefj001,liefeje01,2000,CHA,AL,5,2.0,5,5.0,0,0,1,0,0,0,0,0,5,5,0.0,1.0,0.0
2265,-1.0,kochbi01,2000,1,TOR,AL,68,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2000,1,68,0.0,236.0,5,8,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,12.0,14.0,USA,NY,Rockville Centre,,,,,,,Billy,Koch,William Christopher,218.0,75.0,R,R,1999-05-05,2004-08-26,kochb001,kochbi01,2000,TOR,AL,68,0.0,3,68.0,68,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2266,-1.0,carragi01,2000,1,COL,NL,8,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2000,1,8,0.0,40.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1968.0,3.0,4.0,Venezuela,Anzoategui,El Tigre,,,,,,,Giovanni,Carrara,Giovanni,225.0,74.0,R,R,1995-07-29,2006-09-23,carrg001,carragi01,2000,COL,NL,8,0.0,8,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2267,-1.0,ponsosi01,2000,1,BAL,AL,32,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,2000,1,32,32.0,666.0,13,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1976.0,11.0,2.0,Aruba,,Noord,,,,,,,Sidney,Ponson,Sidney Alton,220.0,73.0,R,R,1998-04-19,2009-07-31,ponss001,ponsosi01,2000,BAL,AL,32,32.0,1,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2268,-1.0,arnolja01,2000,2,CHN,NL,12,9.0,0,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,1.0,0.0,0.0,0.0,4000,3,14,4.0,118.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,3.0,24.0,USA,MI,Dearborn,,,,,,,Jamie,Arnold,James Lee,190.0,74.0,R,R,1999-04-20,2000-10-01,arnoj001,arnolja01,2000,LAN,NL,2,0.0,1,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2269,-1.0,arnolja01,2000,2,CHN,NL,12,9.0,0,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,1.0,0.0,0.0,0.0,4000,3,14,4.0,118.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,3.0,24.0,USA,MI,Dearborn,,,,,,,Jamie,Arnold,James Lee,190.0,74.0,R,R,1999-04-20,2000-10-01,arnoj001,arnolja01,2000,CHN,NL,12,4.0,12,12.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2270,-1.0,blairwi01,2000,1,DET,AL,47,3.0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2000,1,47,17.0,470.0,4,13,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1965.0,12.0,18.0,USA,KY,Paintsville,,,,,,,Willie,Blair,William Allen,185.0,73.0,R,R,1990-04-11,2001-07-26,blaiw001,blairwi01,2000,DET,AL,47,17.0,4,47.0,47,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2271,-1.0,daviska01,2000,1,CLE,AL,5,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,4000,3,8,2.0,45.0,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,6.0,25.0,USA,WV,Ripley,,,,,,,Kane,Davis,Kane Thomas,194.0,75.0,R,R,2000-06-12,2007-09-23,davik001,daviska01,2000,MIL,NL,3,0.0,3,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2272,-2.0,molinga01,2000,2,ATL,NL,2,,4,3,,,,1,,,,1,1.0,0.0,1.0,0.0,1.0,0.0,4000,3,11,0.0,45.0,1,1,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.375,9.0,0.0,0.0,11.0,1.0,0.0,1975.0,5.0,3.0,USA,CO,Denver,,,,,,,Gabe,Molina,Cruz Gabriel,190.0,71.0,R,R,1999-05-01,2003-05-26,molig001,molinga01,2000,BAL,AL,9,0.0,1,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2273,-2.0,molinga01,2000,2,ATL,NL,2,,4,3,,,,1,,,,1,1.0,0.0,1.0,0.0,1.0,0.0,4000,3,11,0.0,45.0,1,1,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.375,9.0,0.0,0.0,11.0,1.0,0.0,1975.0,5.0,3.0,USA,CO,Denver,,,,,,,Gabe,Molina,Cruz Gabriel,190.0,71.0,R,R,1999-05-01,2003-05-26,molig001,molinga01,2000,ATL,NL,2,0.0,2,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2274,-2.0,leeda01,2000,1,COL,NL,7,,9,10,,,,3,,,,6,6.0,0.0,1.0,0.0,0.0,0.0,2000,1,7,0.0,17.0,0,0,1.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,7.0,0.35700000000000004,11.12,0.0,0.0,35.0,3.0,0.0,1973.0,3.0,12.0,USA,PA,Pittsburgh,,,,,,,David,Lee,David Emmer,200.0,73.0,R,R,1999-05-22,2004-04-23,lee-d003,leeda01,2000,COL,NL,7,0.0,7,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2275,-2.0,gonzara01,2000,1,CHN,NL,3,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2000,1,2,0.0,9.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,12.0,27.0,P.R.,,Santurce,,,,,,,Raul,Gonzalez,Victor Raul,190.0,68.0,R,R,2000-05-25,2004-06-21,gonzr002,gonzara01,2000,CHN,NL,3,0.0,3,2.0,0,0,0,0,0,0,2,0,0,2,0.0,2.0,0.0
2276,-2.0,skrmema01,2000,2,PIT,NL,8,,12,13,,,,2,,,,3,7.0,0.0,1.0,1.0,0.0,0.0,4000,3,14,0.0,44.0,1,2,1.0,0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,28.0,10.0,0.333,9.64,1.0,0.0,44.0,0.0,0.0,1972.0,11.0,6.0,USA,MS,Biloxi,,,,,,,Matt,Skrmetta,Matthew Leland,220.0,75.0,B,R,2000-06-06,2000-09-27,skrmm001,skrmema01,2000,MON,NL,6,0.0,4,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2277,-2.0,skrmema01,2000,2,PIT,NL,8,,12,13,,,,2,,,,3,7.0,0.0,1.0,1.0,0.0,0.0,4000,3,14,0.0,44.0,1,2,1.0,0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,28.0,10.0,0.333,9.64,1.0,0.0,44.0,0.0,0.0,1972.0,11.0,6.0,USA,MS,Biloxi,,,,,,,Matt,Skrmetta,Matthew Leland,220.0,75.0,B,R,2000-06-06,2000-09-27,skrmm001,skrmema01,2000,PIT,NL,8,0.0,8,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2278,-2.0,hernaca02,2000,1,SEA,AL,2,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2000,1,2,0.0,9.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,12.0,12.0,Venezuela,Distrito Federal,Caracas,,,,,,,Carlos,Hernandez,Carlos Eduardo,175.0,69.0,R,R,1999-05-26,2000-04-26,hernc003,hernaca02,2000,SEA,AL,2,0.0,2,2.0,0,0,0,0,2,0,0,0,0,0,0.0,1.0,1.0
2279,-2.0,seelbch02,2000,1,ATL,NL,2,,2,3,,,,0,,,,0,1.0,0.0,0.0,0.0,1.0,0.0,2000,1,2,0.0,5.0,0,0,0.0,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.5,10.8,0.0,0.0,7.0,2.0,0.0,1972.0,12.0,18.0,USA,TX,Lufkin,,,,,,,Chris,Seelbach,Christopher Don,180.0,76.0,R,R,2000-09-09,2001-05-20,seelc001,seelbch02,2000,ATL,NL,2,0.0,2,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2280,-2.0,gundeer01,2000,1,TOR,AL,6,,6,15,,,,0,,,,2,2.0,1.0,1.0,0.0,1.0,1.0,2000,1,6,0.0,19.0,0,2,1.0,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,5.0,0.455,7.11,0.0,0.0,37.0,1.0,0.0,1966.0,3.0,29.0,USA,OR,Portland,,,,,,,Eric,Gunderson,Eric Andrew,175.0,72.0,R,L,1990-04-11,2000-05-17,gunde001,gundeer01,2000,TOR,AL,6,0.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2281,-2.0,daviska01,2000,2,MIL,NL,3,,3,7,,,,1,,,,5,2.0,0.0,1.0,0.0,0.0,1.0,4000,3,8,2.0,45.0,1,3,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.389,6.75,0.0,0.0,24.0,1.0,0.0,1975.0,6.0,25.0,USA,WV,Ripley,,,,,,,Kane,Davis,Kane Thomas,194.0,75.0,R,R,2000-06-12,2007-09-23,davik001,daviska01,2000,MIL,NL,3,0.0,3,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2282,-2.0,bereja01,2000,1,MIL,NL,20,39.0,3,8,7.0,0.0,1.0,0,2.0,0.0,0.0,0,17.0,0.0,0.0,1.0,0.0,1.0,4000,3,31,31.0,508.0,17,19,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,5.0,26.0,USA,MA,Cambridge,,,,,,,Jason,Bere,Jason Phillip,185.0,75.0,R,R,1993-05-27,2003-05-27,berej002,bereja01,2000,CLE,AL,11,11.0,0,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2283,-2.0,bereja01,2000,1,MIL,NL,20,39.0,3,8,7.0,0.0,1.0,0,2.0,0.0,0.0,0,17.0,0.0,0.0,1.0,0.0,1.0,4000,3,31,31.0,508.0,17,19,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,5.0,26.0,USA,MA,Cambridge,,,,,,,Jason,Bere,Jason Phillip,185.0,75.0,R,R,1993-05-27,2003-05-27,berej002,bereja01,2000,MIL,NL,20,20.0,19,20.0,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2284,-2.0,ashbyan01,2000,2,ATL,NL,16,33.0,2,4,4.0,0.0,0.0,0,1.0,0.0,0.0,0,12.0,0.0,0.0,4.0,0.0,1.0,4000,3,31,31.0,598.0,14,30,3.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,7.0,11.0,USA,MO,Kansas City,,,,,,,Andy,Ashby,Andrew Jason,180.0,73.0,R,R,1991-06-10,2004-09-14,ashba002,ashbyan01,2000,ATL,NL,16,14.0,16,15.0,15,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2285,-2.0,ashbyan01,2000,2,ATL,NL,16,33.0,2,4,4.0,0.0,0.0,0,1.0,0.0,0.0,0,12.0,0.0,0.0,4.0,0.0,1.0,4000,3,31,31.0,598.0,14,30,3.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,7.0,11.0,USA,MO,Kansas City,,,,,,,Andy,Ashby,Andrew Jason,180.0,73.0,R,R,1991-06-10,2004-09-14,ashba002,ashbyan01,2000,PHI,NL,16,16.0,15,16.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2286,-2.0,daviska01,2000,2,MIL,NL,3,,3,7,,,,1,,,,5,2.0,0.0,1.0,0.0,0.0,1.0,4000,3,8,2.0,45.0,1,3,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.389,6.75,0.0,0.0,24.0,1.0,0.0,1975.0,6.0,25.0,USA,WV,Ripley,,,,,,,Kane,Davis,Kane Thomas,194.0,75.0,R,R,2000-06-12,2007-09-23,davik001,daviska01,2000,CLE,AL,5,2.0,1,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2287,-2.0,johnsja02,2000,1,BAL,AL,25,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,2000,1,25,13.0,323.0,3,4,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,10.0,27.0,USA,CA,Santa Barbara,,,,,,,Jason,Johnson,Jason Michael,225.0,78.0,R,R,1997-08-27,2008-09-26,johnj007,johnsja02,2000,BAL,AL,25,13.0,2,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2288,-2.0,redmama01,2000,1,MIN,AL,32,4.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,2000,1,32,24.0,454.0,4,17,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,1.0,5.0,USA,CA,San Diego,,,,,,,Mark,Redman,Mark Allen,220.0,77.0,L,L,1999-07-24,2008-07-13,redmm002,redmama01,2000,MIN,AL,32,24.0,2,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2289,-2.0,woodast01,2000,1,MIL,NL,27,22.0,0,1,1.0,0.0,0.0,0,2.0,0.0,0.0,1,6.0,0.0,1.0,2.0,0.0,1.0,4000,3,40,22.0,443.0,11,25,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,5.0,15.0,USA,AL,Hartselle,,,,,,,Steve,Woodard,Steven Larry,225.0,76.0,L,R,1997-07-28,2003-05-07,woods001,woodast01,2000,MIL,NL,27,11.0,24,27.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2290,-2.0,slusajo01,2000,1,HOU,NL,54,9.0,1,1,1.0,0.0,0.0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,2000,1,54,0.0,231.0,5,6,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1966.0,12.0,19.0,USA,IN,Indianapolis,,,,,,,Joe,Slusarski,Joseph Andrew,195.0,76.0,R,R,1991-04-11,2001-06-21,slusj001,slusajo01,2000,HOU,NL,54,0.0,52,54.0,54,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2291,-2.0,manzajo01,2000,1,PIT,NL,43,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,2000,1,43,0.0,176.0,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,10.0,16.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Josias,Manzanillo,Josias,190.0,72.0,R,R,1991-10-05,2004-09-22,manzj001,manzajo01,2000,PIT,NL,43,0.0,42,43.0,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2292,-2.0,valeryo01,2000,1,MON,NL,7,10.0,1,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,5.0,0.0,1.0,1.0,0.0,0.0,2000,1,7,2.0,84.0,24,2,0.0,0,1.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,1976.0,8.0,17.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Yohanny,Valera,Yohanny,196.0,73.0,R,R,2000-09-13,2000-09-29,valey001,valeryo01,2000,MON,NL,7,2.0,7,7.0,0,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2293,-2.0,swannpe01,2000,1,ATL,NL,4,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2000,1,3,0.0,15.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1970.0,10.0,27.0,USA,DE,Wilmington,,,,,,,Pedro,Swann,Pedro Maurice,195.0,72.0,L,R,2000-09-09,2003-09-27,swanp001,swannpe01,2000,ATL,NL,4,0.0,4,3.0,0,0,0,0,0,0,1,1,2,3,0.0,1.0,1.0
2294,-2.0,almanca01,2000,1,SDN,NL,62,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,2000,1,62,0.0,209.0,3,11,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,11.0,6.0,D.R.,Santiago,Santiago,,,,,,,Carlos,Almanzar,Carlos Manuel,166.0,74.0,R,R,1997-09-04,2005-04-30,almac001,almanca01,2000,SDN,NL,62,0.0,59,62.0,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2295,-2.0,damicje01,2000,1,MIL,NL,23,44.0,2,4,2.0,1.0,0.0,1,2.0,0.0,0.0,3,19.0,0.0,0.0,6.0,1.0,3.0,2000,1,23,23.0,487.0,9,13,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,12.0,27.0,USA,FL,St. Petersburg,,,,,,,Jeff,D'Amico,Jeffrey Charles,250.0,79.0,R,R,1996-06-28,2004-05-10,damij001,d'amije01,2000,MIL,NL,23,23.0,22,23.0,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2296,-2.0,housecr01,2000,1,COL,NL,16,,11,13,,,,3,,,,17,8.0,0.0,2.0,0.0,1.0,3.0,2000,1,16,0.0,41.0,0,3,0.0,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,41.0,11.0,0.265,7.24,0.0,0.0,69.0,3.0,0.0,1977.0,7.0,8.0,Japan,Okinawa,Naha AFB,,,,,,,Craig,House,Craig Michael,210.0,74.0,R,R,2000-08-06,2000-09-28,housc001,housecr01,2000,COL,NL,16,0.0,16,16.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2297,-2.0,berryse01,2000,2,BOS,AL,1,4.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,4000,3,10,7.0,193.0,3,4,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1966.0,3.0,22.0,USA,CA,Santa Monica,,,,,,,Sean,Berry,Sean Robert,200.0,71.0,R,R,1990-09-17,2000-07-24,berrs001,berryse01,2000,MIL,NL,32,6.0,32,9.0,0,0,0,0,9,0,0,0,0,0,0.0,24.0,0.0
2298,-2.0,witasja01,2000,2,SDN,NL,11,22.0,0,3,3.0,0.0,0.0,0,3.0,0.0,0.0,1,10.0,0.0,0.0,2.0,0.0,1.0,4000,3,33,25.0,450.0,10,16,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1972.0,8.0,28.0,USA,MD,Baltimore,,,,,,,Jay,Witasick,Gerald Alphonse,205.0,76.0,R,R,1996-07-07,2007-09-26,witaj001,witasja01,2000,KCA,AL,22,14.0,3,22.0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2299,-2.0,witasja01,2000,2,SDN,NL,11,22.0,0,3,3.0,0.0,0.0,0,3.0,0.0,0.0,1,10.0,0.0,0.0,2.0,0.0,1.0,4000,3,33,25.0,450.0,10,16,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1972.0,8.0,28.0,USA,MD,Baltimore,,,,,,,Jay,Witasick,Gerald Alphonse,205.0,76.0,R,R,1996-07-07,2007-09-26,witaj001,witasja01,2000,SDN,NL,11,11.0,11,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2300,-2.0,woodast01,2000,1,MIL,NL,27,22.0,0,1,1.0,0.0,0.0,0,2.0,0.0,0.0,1,6.0,0.0,1.0,2.0,0.0,1.0,4000,3,40,22.0,443.0,11,25,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,5.0,15.0,USA,AL,Hartselle,,,,,,,Steve,Woodard,Steven Larry,225.0,76.0,L,R,1997-07-28,2003-05-07,woods001,woodast01,2000,CLE,AL,13,11.0,0,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2301,-2.0,valdema01,2000,1,HOU,NL,53,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2000,1,53,0.0,170.0,6,9,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,12.0,20.0,USA,OH,Dayton,,,,,,,Marc,Valdes,Marc Christopher,170.0,72.0,R,R,1995-08-28,2001-06-22,valdm001,valdema01,2000,HOU,NL,53,0.0,50,53.0,53,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2302,-2.0,lopezal02,2000,1,TBA,AL,45,6.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0,2000,1,45,24.0,556.0,12,17,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,8.0,18.0,USA,AZ,Mesa,,,,,,,Albie,Lopez,Albert Anthony,240.0,74.0,R,R,1993-07-06,2003-06-19,lopea002,lopezal02,2000,TBA,AL,45,24.0,3,45.0,45,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2303,-2.0,navarja01,2000,1,MIL,NL,5,5.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,4000,3,12,7.0,100.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,3.0,27.0,P.R.,,Bayamon,,,,,,,Jaime,Navarro,Jaime,210.0,76.0,R,R,1989-06-20,2000-07-26,navaj001,navarja01,2000,CLE,AL,7,2.0,0,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2304,-2.0,navarja01,2000,1,MIL,NL,5,5.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,4000,3,12,7.0,100.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,3.0,27.0,P.R.,,Bayamon,,,,,,,Jaime,Navarro,Jaime,210.0,76.0,R,R,1989-06-20,2000-07-26,navaj001,navarja01,2000,MIL,NL,5,5.0,5,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2305,-2.0,riedljo01,2000,1,CIN,NL,13,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2000,1,13,0.0,46.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1975.0,8.0,29.0,USA,FL,Fort Lauderdale,,,,,,,John,Riedling,John Richard,190.0,71.0,R,R,2000-08-30,2005-08-28,riedj001,riedljo01,2000,CIN,NL,13,0.0,13,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2306,-2.0,wagnebi02,2000,1,HOU,NL,28,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2000,1,28,0.0,83.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,7.0,25.0,USA,VA,Marion,,,,,,,Billy,Wagner,William Edward,180.0,70.0,L,L,1995-09-13,2010-10-03,wagnb001,wagnebi02,2000,HOU,NL,28,0.0,28,28.0,28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2307,-2.0,johnsjo07,2000,1,SFN,NL,47,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2000,1,47,0.0,150.0,3,6,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1968.0,11.0,25.0,USA,NY,Liverpool,,,,,,,John,Johnstone,John William,195.0,75.0,R,R,1993-09-03,2000-09-30,johnj006,johnsjo07,2000,SFN,NL,47,0.0,44,47.0,47,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2308,-2.0,prokolu01,2000,1,LAN,NL,6,5.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,2000,1,5,3.0,63.0,0,3,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1978.0,2.0,23.0,Australia,South Australia,Blackwood,,,,,,,Luke,Prokopec,Kenneth Luke,166.0,71.0,L,R,2000-09-04,2002-08-23,prokl001,prokolu01,2000,LAN,NL,6,3.0,6,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2309,-2.0,farnsky01,2000,1,CHN,NL,46,14.0,0,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,2.0,0.0,0.0,2000,1,46,5.0,231.0,4,6,2.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1976.0,4.0,14.0,USA,KS,Wichita,,,,,,,Kyle,Farnsworth,Kyle Lynn,230.0,76.0,R,R,1999-04-29,2014-06-25,farnk001,farnsky01,2000,CHN,NL,46,5.0,46,46.0,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
